Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
J;"Zorn, S; Puustinen, M";;;;"Zorn, Sabine; Puustinen, Minna";;;Seeking academic help: The case of lower secondary students with autism spectrum disorder and their teachers;LEARNING AND INSTRUCTION;;;;;;;;;;;;"Our aim was to complement results obtained using interview data (Zorn & Puustinen, 2017a) by analyzing video data on the same students' (i.e., 11 students with ASD) actual help-seeking behavior as well as their teachers' (n = 17) subsequent help-giving behavior, in everyday classroom situations in both general and resource class within a mainstream lower secondary school. Ten students sought help from their teachers at least once in both contexts, yet interpersonal differences were observed. Although student help seeking partly fell into traditional  help-seeking categories (i.e., instrumental help seeking, confirmation-asking), new help-seeking categories also emerged (i.e., ambiguous and organizational help seeking). Students always used verbal means to solicit help; in addition, both nonverbal and verbal means to draw teachers' attention were identified. More than 70% of help giving consisted of providing direct feedback, explaining, or instructing. The importance of analyzing the help seeking process in an ecologically valid context is emphasized.";;;;;;Puustinen, Minna/0000-0001-5597-4169;;;;;;;;;;;;;0959-4752;1873-3263;;;;AUG;2022;80;;;;;;;;101624;10.1016/j.learninstruc.2022.101624;http://dx.doi.org/10.1016/j.learninstruc.2022.101624;;MAY 2022;;;;;;;;;;;WOS:000799704700002;View Full Record in Web of Science
J;"Salo, AE; Vauras, M; Hiltunen, M; Kajamies, A";;;;"Salo, Anne-Elina; Vauras, Marja; Hiltunen, Maiju; Kajamies, Anu";;;Long-term intervention of at-risk elementary students' socio-motivational and reading comprehension competencies: Video-based case studies of emotional support in teacher-dyad and dyadic interactions;LEARNING CULTURE AND SOCIAL INTERACTION;;;;;;;;;;;;The intertwining of peer and teacher emotional support patterns for enhancing at-risk students' multi-perspective academic competencies remains scarcely mapped. The multi-level analysis in the present study uncovers emotional support trajectories within teacher-dyad and dyadic interaction contexts among at-risk elementary students over a three-semester computer-supported intervention. A cluster analysis was conducted for all students (n = 318), where most intervention students had cumulated risks in socio-motivational and reading competencies. The time spent by 12 dyads within the two interaction contexts was analyzed from a vast amount of video data. The results suggested that simply allocating support time may be insufficient and its quality should be scrutinized. An in-depth video analysis of four dyads, illustrated with interaction excerpts and summary figures, indicated that teachers differed in their ability to calibrate their emotional support dynamically. The dyadic interactions of at-risk students were mostly on-task and neutral or positive. The intertwining of teacher-dyad and dyadic emotional support indicated that mechanisms positively contributed to enhancing multi-perspective academic competencies, although some risks were noted. Acknowledging the emotional states of others and successfully regulating one's own emotions were critical. Thus, infusing support for emotional competence and regulation strategies into both teacher and basic education is recommended.;;;;;;Salo, Anne-Elina/0000-0002-4112-0071;;;;;;;;;;;;;2210-6561;2210-657X;;;;JUN;2022;34;;;;;;;;100631;10.1016/j.lcsi.2022.100631;http://dx.doi.org/10.1016/j.lcsi.2022.100631;;MAY 2022;;;;;;;;;;;WOS:000799262000001;View Full Record in Web of Science
J;"Herrle, M; Hoffmann, M; Proske, M";;;;"Herrle, Matthias; Hoffmann, Markus; Proske, Matthias";;;Teaching practices in the context of digital change: Investigations on the sociomedial organization of tablet-supported collaborative learning;ZEITSCHRIFT FUR ERZIEHUNGSWISSENSCHAFT;;;;;;;;;;;;Using digital technologies in classrooms goes along with the expectation that something will change within interactional contexts of teaching and learning. But is this really true, and if so, what is changing and in what way? This paper addresses the question by investigating teaching practices in contexts of tablet-supported collaborative learning by means of video data. The findings of the study provide insights into complex configurations of incremental transformation in which persistence and change are intertwined at different levels of interaction organization: On the one hand, it can be confirmed that the inclusion of digital media does not fundamentally shift patterns of educational interaction that constitute social order in classroom contexts. But on the other hand, it can be shown, that the use of tablets mediatizes teaching practices that are realized in group work by dealing with modified access to knowledge resources and by referring to digitalized knowledge products.;;;;;Herrle, Matthias/HHC-1369-2022;;;;;;;;;;;;;;1434-663X;1862-5215;;;;DEC;2022;25;6;;;;;1389;1408;;10.1007/s11618-022-01099-8;http://dx.doi.org/10.1007/s11618-022-01099-8;;JUN 2022;;;;;;;;;;;WOS:000810378400001;View Full Record in Web of Science
J;"Newton, KJ; Jansen, A; Puleo, P";;;;"Newton, Kristie J.; Jansen, Amanda; Puleo, Peter";;;Elements of instruction that motivate students with learning disabilities to learn fractions;MATHEMATICAL THINKING AND LEARNING;;;;;;;;;;;;Despite the documented influence of motivation on mathematics learning for most students, we understand far less about this relation for students identified with learning disabilities. Based on Rogoff's three planes of analysis (i.e., personal, community, and interpersonal), we gathered survey, interview, and video data to understand the motivations of sixth graders in a special education mathematics classroom as well as classroom conditions that supported motivation during a unit on fractions. By the end of that unit, students reported improved ability beliefs and attributed the changes to increased conceptual understanding of fractions, exposure to strategies for sense making, and the additional time and assistance provided to them. Through video analysis, we also found that having students verbalize their thinking about the mathematics can provide opportunities to identify remediation needs and thus support productive participation and positive ability beliefs. These findings highlight the motivational value of effective mathematics instruction for students with learning disabilities.;;;;;;Newton, Kristie/0000-0003-0410-7609;;;;;;;;;;;;;1098-6065;1532-7833;;;;2022 JUN 18;2022;;;;;;;;;;10.1080/10986065.2022.2087141;http://dx.doi.org/10.1080/10986065.2022.2087141;;JUN 2022;;;;;;;;;;;WOS:000812680500001;View Full Record in Web of Science
J;"Tormanen, T; Jarvenoja, H; Saqr, M; Malmberg, J; Jarvela, S";;;;"Tormanen, Tiina; Jarvenoja, Hanna; Saqr, Mohammed; Malmberg, Jonna; Jarvela, Sanna";;;Affective states and regulation of learning during socio-emotional interactions in secondary school collaborative groups;BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY;;;;;;;;;;;;Background Group affective states for learning are constantly formed through socio-emotional interactions. However, it remains unclear how the affective states vary during collaboration and how they occur with regulation of learning. Appropriate methods are needed to track both group affective states and these interaction processes. Aims The present study identifies different socio-emotional interaction episodes during groups' collaborative learning and examines how group affective states fluctuate with regulation of learning during these episodes. Sample The participants were 54 secondary school students working in groups across four science learning sessions. Methods Multichannel process data (video, electrodermal activity [EDA]) were collected in an authentic classroom. Groups' affective states were measured with emotional valence captured from video data, and activation captured as sympathetic arousal from EDA data. Regulation of learning was observed from the videotaped interactions. Results The study disclosed four clusters of socio-emotional interaction episodes (positive, negative, occasional regulation, frequent regulation), which differed in terms of fluctuation of affective states and activated regulation of learning. These clustered episodes confirm how affective states are constantly reset by socio-emotional interactions and regulation of learning. The results also show that states requiring regulation do not automatically lead to its activation. Conclusions By advancing existing understanding of how group level socio-emotional processes contribute to regulation of learning, the study has implications for educational design and psychological practice. Methodologically, it contributes to collaborative learning research by employing multiple data channels (including biophysiological measures) to explore the various dimensions of socio-emotional processes in groups.;;;;;Saqr, Mohammed/AAH-2520-2020;"Saqr, Mohammed/0000-0001-5881-3109; Jarvela, Sanna/0000-0001-6223-3668; Tormanen, Tiina/0000-0001-5421-4213; Malmberg, Jonna/0000-0002-8890-4068";;;;;;;;;;;;;0007-0998;2044-8279;;;;APR;2023;93;;;1;SI;;48;70;e12525;10.1111/bjep.12525;http://dx.doi.org/10.1111/bjep.12525;;JUN 2022;;;;;;35748024;;;;;WOS:000814901000001;View Full Record in Web of Science
J;"Eldstal-Ahrens, L; Nilsen, M; Pramling, N";;;;"Eldstal-Ahrens, Lea; Nilsen, Malin; Pramling, Niklas";;;Premising and arguing: The variety in 9-to 10-year-old children taking on an equity/equality task in the context of group discussions;LEARNING CULTURE AND SOCIAL INTERACTION;;;;;;;;;;;;This study investigates primary school children's practices of premising (the handling of task premises) and arguing when confronted with a dilemmatic school task as part of a group discussion. As such, the study contributes to the field of education and argumentation with new insights into how children negotiate validity and relevance in relation to the task when asked to argue their stance on an equity/equality matter. The data consist of transcripts of 247 min of video recordings capturing 13 group discussions (54 children, split into groups of four to five, and two teachers) in the German primary school subject Sachunterricht. The findings clarify how the children dynamically move in and out of the task premises, and at times question them, both implicitly and explicitly. The task's openness and ambiguity are discussed in relation to the children's arguing and premising. The teacher's role as mediator in group discussions is contrasted with other forms of classroom discourse. Furthermore, the relevance for researchers to consider the social and cultural circumstances of research in schools - for example, when interpreting children's utterances - is emphasized.;;;;;;;;;;;;;;;;;;;2210-6561;2210-657X;;;;AUG;2022;35;;;;;;;;100648;10.1016/j.lcsi.2022.100648;http://dx.doi.org/10.1016/j.lcsi.2022.100648;;JUN 2022;;;;;;;;;;;WOS:000827253200001;View Full Record in Web of Science
J;"Thommen, D; Grob, U; Lauermann, F; Klassen, RM; Praetorius, AK";;;;"Thommen, Desiree; Grob, Urs; Lauermann, Fani; Klassen, Robert M.; Praetorius, Anna-Katharina";;;Different Levels of Context-Specificity of Teacher Self-Efficacy and Their Relations With Teaching Quality;FRONTIERS IN PSYCHOLOGY;;;;;;;;;;;;On the basis of Bandura's social cognitive theory, researchers often assume that a teachers' self-efficacy (TSE) will have a positive effect on teaching quality. However, the available empirical evidence is mixed. Building on previous research into TSE, we examined whether assessing class-/task-specific TSE gives a more accurate indication of the associations between TSE assessments and student-rated teaching quality. The analyses were based on the English sample of the Teaching and Learning International Survey (TALIS) Video Study. Mathematics teachers (N = 86) rated their self-efficacy beliefs using generalized task-specific TSE items and class-/task-specific TSE items. Their students (N = 1,930) rated the quality of teaching in their math class. Multilevel regression analyses revealed stronger associations between student-rated teaching quality and class-/task-specific TSE than generalized task-specific TSE. We discuss possible reasons for these results and outline the potential benefits of using class-specific assessments for future TSE research.;;;;;"Thommen, Désirée/HJP-0441-2023; Praetorius, Anna-Katharina/HII-2805-2022";;;;;;;;;;;;;;1664-1078;;;;;JUN 30;2022;13;;;;;;;;857526;10.3389/fpsyg.2022.857526;http://dx.doi.org/10.3389/fpsyg.2022.857526;;;;;;;;35846657;;;;;WOS:000827284600001;View Full Record in Web of Science
J;"Luoto, J; Klette, K; Blikstad-Balas, M";;;;"Luoto, Jennifer; Klette, Kirsti; Blikstad-Balas, Marte";;;Possible biases in observation systems when applied across contexts: conceptualizing, operationalizing, and sequencing instructional quality;EDUCATIONAL ASSESSMENT EVALUATION AND ACCOUNTABILITY;;;;;;;;;;;;Capturing and measuring instructional patterns by using standardized observation manuals has become increasingly popular in classroom research. While researchers argue that a common vocabulary of teaching is necessary for the field of classroom research to move forward, instructional features vary across classrooms and contexts, which poses serious measuring challenges. In this article, we argue that potential biases embedded in observation systems have to be identified and addressed in order for interpretations of results across different classrooms and contexts to be valid and relevant. We identify three aspects of possible systematic biases (related to the grain size of conceptualization, operationalization, and sequencing of lessons) and how these may influence ratings of instructional quality when an established observation system (the Protocol for Language Arts Teaching Observations [PLATO]) is applied in the contexts of Nordic mathematics classrooms. We discuss implications of such possible biases and make suggestions for how they may be addressed.;;;;;Blikstad-Balas, Marte/A-6031-2014;"Blikstad-Balas, Marte/0000-0002-5029-6837; , Jennifer/0000-0002-6879-1393";;;;;;;;;;;;;1874-8597;1874-8600;;;;FEB;2023;35;1;;;;;105;128;;10.1007/s11092-022-09394-y;http://dx.doi.org/10.1007/s11092-022-09394-y;;JUL 2022;;;;;;;;;;;WOS:000819695400001;View Full Record in Web of Science
J;"Li, YY; Zhang, MH; Su, Y; Bao, HG; Xing, S";;;;"Li, Yanyan; Zhang, Muhua; Su, You; Bao, Haogang; Xing, Shuang";;;Examining teachers' behavior patterns in and perceptions of using teacher dashboards for facilitating guidance in CSCL;ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT;;;;;;;;;;;;Learning analytics dashboards have been developed to facilitate teacher guidance in computer-supported collaborative learning (CSCL). As yet, little is known about how teachers interpret dashboard information to facilitate guidance in their teaching practice. This study examined teachers' behavior patterns in interpreting information from dashboards, and obtained their views about the potential barriers in interpreting dashboard information. Fourteen pre-service teachers participated in the study and data were collected from multiple sources. In total, 1,346 min of video data on teachers' guiding behavior and approximately 27,000 words from a cued retrospective report and interview data were generated. A two-stage approach was adopted to process the data. Based on the video analysis in the first stage, we extracted teachers' four typical behavior patterns in finding and reading dashboard information and two behavior patterns when explaining information from dashboards. Thematic analysis at the second stage identified useful indicators for teacher guidance in CSCL and some major barriers teachers encountered in interpreting information. These findings may help improve the design of dashboards and show how teachers integrate dashboards into their daily teaching practice, thereby enhancing students' collaboration and learning.;;;;;;Zhang, Muhua/0000-0001-8656-3290;;;;;;;;;;;;;1042-1629;1556-6501;;;;JUN;2022;70;3;;;;;1035;1058;;10.1007/s11423-022-10102-2;http://dx.doi.org/10.1007/s11423-022-10102-2;;JUL 2022;;;;;;;;;;;WOS:000824837100001;View Full Record in Web of Science
J;"Weller, DP; Bott, TE; Caballero, MD; Irving, PW";;;;"Weller, Daniel P.; Bott, Theodore E.; Caballero, Marcos D.; Irving, Paul W.";;;Development and illustration of a framework for computational thinking practices in introductory physics;PHYSICAL REVIEW PHYSICS EDUCATION RESEARCH;;;;;;;;;;;;Physics classes with computation integrated into the curriculum are a fitting setting for investigating computational thinking. In this paper, we present a framework for exploring this topic in introductory physics courses. The framework, which was developed by reviewing relevant literature and acquiring video data from high school classrooms, comprises 14 practices that students could engage in when working with Glowscript VPython activities. For every practice, we provide in-class video data to exemplify the practice. In doing this work, we hope to provide ways for teachers to assess their students??? development of computational thinking and give physics education researchers a foundation to study the topic in greater depth.;;;;;Weller, Daniel Lowell/H-8037-2015;Weller, Daniel Lowell/0000-0001-7259-6331;;;;;;;;;;;;;2469-9896;;;;;JUL 25;2022;18;2;;;;;;;20106;10.1103/PhysRevPhysEducRes.18.020106;http://dx.doi.org/10.1103/PhysRevPhysEducRes.18.020106;;;;;;;;;;;;;WOS:000832230000001;View Full Record in Web of Science
J;"Torrington, J; Bower, M; Burns, EC";;;;"Torrington, Jodie; Bower, Matt; Burns, Emma C.";;;What self-regulation strategies do elementary students utilize while learning online?;EDUCATION AND INFORMATION TECHNOLOGIES;;;;;;;;;;;;Little is known about the strategies elementary school students use to self-regulate their learning while in a hypermedia environment. This exploratory study investigated the self-regulatory strategies that young students (N = 48, M-age = 10.75) utilized while individually completing a 20-min online research task about space. Video data was coded using Azevedo et al.'s (2004) established coding scheme for analyzing self-regulatory behavior in hypermedia environments. Results showed that young students spent the majority of their time using cognitive strategies (M = 75.26%) to read and summarise information to complete the task. Little time was taken to plan (M = 6.99%) or monitor (M = 5.92%) their work or learning processes, which are key attributes of effective self-regulation. The study reveals the disparity between the ability to navigate within a hypermedia environment and utilizing planning and monitoring processes to enhance learning while using digital tools. This study highlights the need for the explicit teaching of planning and monitoring strategies in order for young students to develop the full range of self-regulation skills they need when using technology, for instance while learning from home during COVID-19. Implications for curriculum policy and teacher practice are discussed.;;;;;"Burns, Emma/IAM-6934-2023; Bower, Matt/J-7574-2016";"Bower, Matt/0000-0002-4161-5816; Burns, Emma C/0000-0001-6323-1816; Torrington, Jodie/0000-0003-2754-0691";;;;;;;;;;;;;1360-2357;1573-7608;;;;FEB;2023;28;2;;;;;1735;1762;;10.1007/s10639-022-11244-9;http://dx.doi.org/10.1007/s10639-022-11244-9;;AUG 2022;;;;;;35967828;;;;;WOS:000835593900001;View Full Record in Web of Science
J;"Lennon, M; Pila, S; Flynn, R; Wartella, EA";;;;"Lennon, Maya; Pila, Sarah; Flynn, Rachel; Wartella, Ellen A.";;;Young children's social and independent behavior during play with a coding app: Digital game features matter in a 1:1 child to tablet setting;COMPUTERS & EDUCATION;;;;;;;;;;;;The overarching aim of this study was to explore young children's (N = 25, Mage = 5.16 years) play with two coding games (Daisy the Dinosaur and Kodable) in a 1:1 child to tablet setting. We had three research questions focused on children's game play: 1) How does the structure of each game influence children's play? 2) Do children play more or less independently depending on the game they play? 3) Do children who play the games more independently learn more coding skills? Three researchers coded more than 6 h of video data showing children's play with digital coding games. Findings include, that the type of game did influence the different ways that children behaved while playing. However, during both games, children had the same amount of inde-pendent play. Children who played more independently during Daisy the Dinosaur learned more coding skills. This may be because these children were focusing more on the game than their peers as we did not find a similar effect for the game Kodable. We discuss the ways that children play structured vs. open structured (i.e., sandbox) digital games with a particular focus on how game play may influence learning. As opportunities for individual device ownership in classrooms increase, future work should continue to explore how game features influence learning.;;;;;Flynn, Rachel/AAY-8900-2021;Flynn, Rachel/0000-0002-2522-2932;;;;;;;;;;;;;0360-1315;1873-782X;;;;DEC;2022;190;;;;;;;;104608;10.1016/j.compedu.2022.104608;http://dx.doi.org/10.1016/j.compedu.2022.104608;;AUG 2022;;;;;;;;;;;WOS:000862751700011;View Full Record in Web of Science
J;"Liu, L; Liu, YG; Gao, XZ; Zhang, XM";;;;"Liu, Li; Liu, Yangguang; Gao, Xiao-Zhi; Zhang, Xiaomin";;;An Immersive Human-Robot Interactive Game Framework Based on Deep Learning for Children's Concentration Training;HEALTHCARE;;;;;;;;;;;;In order to alleviate bottlenecks such as the lack of professional teachers, inattention during training processes,and low effectiveness in concentration training, we have proposed an immersive human-robot interactive (HRI) game framework based on deep learning for children's concentration training and demonstrated its use through human-robot interactive games based on gesture recognition. The HRI game framework includes four functional modules: video data acquisition, image recognition modeling, a deep learning algorithm (YOLOv5), and information feedback. First, we built a gesture recognition model containing 10,000 pictures of children's gestures, using the YOLOv5 algorithm. The average accuracy in recognition training was 98.7%. Second, we recruited 120 children with attention deficits (aged from 9 to 12 years) to play the HRI games, including 60 girls and 60 boys. In the HRI game experiment, we obtained 8640 sample data, which were normalized and processed.According to the results, we found that the girls had better visual short-term memory and a shorter response time than boys. The research results showed that HRI games had a high efficacy, convenience, and full freedom, making them appropriate for children's concentration training.;;;;;"zhang, xiaomin/IQX-1078-2023; Gao, Xiao-Zhi/Q-3038-2016";"Liu, Yangguang/0000-0001-9468-9651; Gao, Xiao-Zhi/0000-0002-0078-5675";;;;;;;;;;;;;;2227-9032;;;;SEP;2022;10;9;;;;;;;1779;10.3390/healthcare10091779;http://dx.doi.org/10.3390/healthcare10091779;;;;;;;;36141391;;;;;WOS:000856437100001;View Full Record in Web of Science
J;"White, M; Maher, B; Rowan, B";;;;"White, Mark; Maher, Bridget; Rowan, Brian";;;Common Core-Related Shifts in English Language Arts Teaching From 2010 to 2018 A Video Study;ELEMENTARY SCHOOL JOURNAL;;;;;;;;;;;;The Common Core State Standards (CCSS) for English language arts (ELA) called for several key shifts in classroom instructional practice. This study combined archived video data on classroom teaching collected in 2010 with new video data on classroom teaching collected in 2018 to conduct a pre-/postexamination of the extent to which this corpus of lessons showed the kinds of key shifts in ELA instruction called for by the CCSS. The data presented in the article show meaningful time trends consistent with some, but not all, of the key shifts in ELA instruction called for by the CCSS. These findings are discussed in light of the goals of the study and prior research on post-CCSS instruction in classrooms across the country.;;;;;;;;;;;;;;;;;;;0013-5984;1554-8279;;;;SEP 1;2022;123;1;;;;;37;63;;10.1086/720732;http://dx.doi.org/10.1086/720732;;SEP 2022;;;;;;;;;;;WOS:000821908600001;View Full Record in Web of Science
J;Wilson, J;;;;Wilson, Jonee;;;Initial Steps in Developing Classroom Observation Rubrics Designed Around Instructional Practices that Support Equity and Access in Classrooms with Potential for Success;TEACHERS COLLEGE RECORD;;;;;;;;;;;;Background:The field of mathematics education has made progress toward generating a set of instructional practices that could support improvements in the learning opportunities made available to groups of students who historically have been underserved and marginalized. Studies that contribute to this growing body of work are often conducted in learning environments that are framed as successful. As a researcher who is concerned with issues of equity and who acknowledges the importance of closely attending to the quality of the mathematical activity in which students are being asked to engage, my stance on successful learning environments pulls from both Gutierrez's descriptions of what characterizes classrooms as aiming for equity and the emphasis on the importance of conceptually oriented goals for student learning that is outlined in documents like the Standards. Though as a field we are growing in our knowledge of practices that support these successful learning environments, this knowledge has not yet been reflected in many of the observational tools, rubrics, and protocols used to study these environments. In addition, there is a growing need to develop empirically grounded ways of attending to the extent to which the practices that are being outlined in research literature actually contribute to the success of these learning environments. Purpose:The purpose of this article is to explore one way of meeting this growing need by describing the complex work of developing a set of classroom observation rubrics (the Equity and Access Rubrics for Mathematics Instruction, EAR-MI) designed to support efforts in identifying and observing critical features of classrooms characterized as having potential for success. In developing the rubrics, I took as my starting place findings from an analysis that compared a set of classrooms that were characterized as demonstrating aspects of successful learning environments and a set of classrooms that were not characterized as successful. This paper not only describes the process of developing the rubrics, but also outlines some of the qualitative differences that distinguished more and less effective examples of the practices the rubrics are designed to capture. Research Design:In designing the rubrics, I engaged in multiple cycles of qualitative analyses of video data collected from a large-scale study. Specifically, I iteratively designed, tested, and revised the developing rubrics while consistently collaborating with, consulting with, and receiving feedback from different experts in the field of education. Conclusions:Although I fully acknowledge and recognize that there are several tensions and limitations of this work, I argue that developing rubrics like the EAR-MI is still worthwhile. One reason that I give for continuing these types of efforts is that it contributes to the work of breaking down forms of practice into components and identifying key aspects of specific practices that are critical for supporting student learning in ways that make potentially productive routines of action visible to and learnable by others, which may ultimately contribute to the development of more successful learning environments. I also argue that rubrics like the EAR-MI have the potential to support researchers in developing stronger evidence of the effectiveness of practices that prior research has identified as critical for marginalized students and in more accurately and concretely identifying and describing learning environments as having potential for success. ;;;;;;;;;;;;;;;;;;;0161-4681;1467-9620;;;;NOV;2022;124;11;;;;;179;217;;10.1177/01614681221140963;http://dx.doi.org/10.1177/01614681221140963;;;;;;;;;;;;;WOS:000893455800007;View Full Record in Web of Science
J;"Blaschke, AL; Rubisch, HPK; Schindler, AK; Berberat, PO; Gartmeier, M";;;;"Blaschke, Anna-Lena; Rubisch, Hannah P. K.; Schindler, Ann-Kathrin; Berberat, Pascal O.; Gartmeier, Martin";;;How is modern bedside teaching structured? A video analysis of learning content, social and spatial structures;BMC MEDICAL EDUCATION;;;;;;;;;;;;Background Bedside teaching (BST) is an essential and traditional clinical teaching format. It has been subject to various impediments and has transformed over time. Besides a decrease in bedside time, there has also been a didactic diversification. In order to use time at the bedside effectively and understand the current design of BST, we here offer an evidence-based insight into how BST is practiced. This may serve as a basis for a refinement of its didactic design. Methods In the current study, we investigate the interrelationships between learning content and the social as well as spatial structures of BST. To this end, we have empirically analysed almost 80 hours of video material from a total of 36 BST sessions with good interrater reliability. Results BST lasted on average 125 min, most of which was spent in plenary and less than a third of the time at the patient's bedside. History taking was primarily practiced at the bedside while case presentations, clinical reasoning and theoretical knowledge were largely taught away from the patient. Clinical examination took place to a similar extent in the patient's room and in the theory room. Conclusions Even though the filmed BSTs are not purely bedside, the teaching format investigated here is a typical example of undergraduate medical education. In order to maximize the teaching time available, a suitable learning space should be provided in addition to the bedside. Moreover, the clinical examination should be revised in its general sequence prior to the BST, and conscious decisions should be made regarding the social structure so as to optimize the potential of small groups and plenary sessions.;;;;;;"Blaschke, Anna-Lena/0000-0002-1111-0905; Gartmeier, Martin/0000-0002-5025-0003";;;;;;;;;;;;;;1472-6920;;;;NOV 15;2022;22;1;;;;;;;790;10.1186/s12909-022-03855-0;http://dx.doi.org/10.1186/s12909-022-03855-0;;;;;;;;36380308;;;;;WOS:000884284500003;View Full Record in Web of Science
J;"Li, YY; Jiang, CL; Chen, ZZ; Fang, J; Wang, CY; He, XL";;;;"Li, Yangyang; Jiang, Chunlian; Chen, Zengzhao; Fang, Jing; Wang, Chenyang; He, Xiuling";;;Peer tutoring models in collaborative learning of mathematical problem solving and their effect on group achievement;EDUCATION AND INFORMATION TECHNOLOGIES;;;;;;;;;;;;This study was conducted to examine peer tutoring models in collaborative learning of mathematical problem solving (MPS) in flipped classrooms and their effect on group achievement. Quantitative data collected include 32 videos of eight groups of students in four MPS periods that were designed based on a simplified version of Polya's four-stage model, and their worksheets completed in each period. The video data were coded based on a framework with low-level and high-level cognitive behaviors as well as management behaviors and were analyzed using lag sequence analysis from which three types of peer tutoring models were determined: organization-oriented, cognitive-supported, and cognitive-guided. ANOVA analysis showed that the groups with cognitive-guided tutors performed significantly better than the groups guided by cognitive-supported and organization-oriented tutors, between which the performance difference did not reach a significant level. The results of this study suggest that training provided to peer tutors should focus more on how to stimulate high-level cognitive thinking skills than on organization skills.;;;;;"Jiang, Chunlian/R-8394-2019; He, XL/ABC-9994-2021";"Jiang, Chunlian/0000-0002-2740-1870; He, XL/0000-0001-7880-8710; Chenyang, Wang/0000-0002-2753-6505; Fang, Jing/0000-0002-9244-5896";;;;;;;;;;;;;1360-2357;1573-7608;;;;JUN;2023;28;6;;;;;6595;6618;;10.1007/s10639-022-11429-2;http://dx.doi.org/10.1007/s10639-022-11429-2;;NOV 2022;;;;;;;;;;;WOS:000885424300002;View Full Record in Web of Science
J;"Lu, MM; Li, D; Xu, F";;;;"Lu, Mimi; Li, Dai; Xu, Feng";;;Recognition of students' abnormal behaviors in English learning and analysis of psychological stress based on deep learning;FRONTIERS IN PSYCHOLOGY;;;;;;;;;;;;The recognition of students' learning behavior is an important method to grasp the changes of students' psychological characteristics, correct students' good learning behavior, and improve students' learning efficiency. Therefore, an automatic recognition method of students' behavior in English classroom based on deep learning model is proposed. The deep learning model is mainly applied to the processing of English classroom video data. The research results show that the video data processing model proposed in this paper has no significant difference between the data obtained from the recognition of students' positive and negative behaviors and the real statistical data, but the recognition efficiency has been significantly improved. In addition, in order to verify the recognition effect of the deep learning model in the real English classroom environment, the statistical results of 100 recognition result maps are compared with the results of manual marking, and the average recognition accuracy of 100 recognition effect maps is finally obtained, which is 87.33%. It can be concluded that the learning behavior recognition model proposed in this paper has a high accuracy and meets the needs of daily teaching. It further verifies that the developed behavior recognition model can be used to detect students' behavior in English class, which is very helpful to analyze students' psychological state and improve learning efficiency.;;;;;;;;;;;;;;;;;;;1664-1078;;;;;NOV 22;2022;13;;;;;;;;1025304;10.3389/fpsyg.2022.1025304;http://dx.doi.org/10.3389/fpsyg.2022.1025304;;;;;;;;36483717;;;;;WOS:000893978000001;View Full Record in Web of Science
J;"Chan, MCE; Jazby, D";;;;"Chan, Man Ching Esther; Jazby, Dan";;;Positioning video in classroom research: Ontological and epistemic tensions;LEARNING CULTURE AND SOCIAL INTERACTION;;;;;;;;;;;;While the use of video as a data collection tool in classroom-based research is widespread, a tension exists between different approaches to the use of video as a research tool. Researchers vary in the ontological status that they afford video footage and the way they use footage to construct knowledge claims. This paper presents a set of metaphors that describe how video may be positioned in research projects in order to identify the ontological status afforded video data and the epistemic implications this entails. We argue that the different ways that video is posi-tioned in projects lead to the footage collected having different ontological status and we present three illustrative example projects to exemplify these differences. Applying the metaphors to the example projects reveals a tension between the researchers' carefully constructed framing of ontological and epistemic positions. Our analysis suggests that using footage as evidence to support knowledge claims privileges an ontological and epistemic position which views video footage as a replayable record of sense data, align with a positivist position. In each illustrative project, the ontological status of footage was layered - it was both an objective record of activities of interest, but also was treated as a subjective and fallible data source when used to construct claims about teacher experience. Our analysis highlighted the complexity in the use of the video as a research tool for classroom research and the need for more nuanced ontological and epistemic understanding to make informed decisions in research design and to support knowledge claims.;;;;;"Jazby, Dan/ITV-0872-2023; Chan, Man Ching Esther/O-8741-2016";"Jazby, Dan/0000-0002-8897-113X; Chan, Man Ching Esther/0000-0001-6066-0738";;;;;;;;;;;;;2210-6561;2210-657X;;;;DEC;2022;37;;;;;;;;100669;10.1016/j.lcsi.2022.100669;http://dx.doi.org/10.1016/j.lcsi.2022.100669;;;;;;;;;;;;;WOS:000871294800002;View Full Record in Web of Science
